지역,링크아이디,도로명,평균속도
서울특별시 광진구,1040014502,군자로,9.4
서울특별시 광진구,1040014601,면목로,18.9
서울특별시 광진구,1040014602,면목로,16.6
서울특별시 광진구,1040014701,면목로,19.5
서울특별시 광진구,1040014702,면목로,12.1
서울특별시 광진구,1040014802,용마산로,18.3
서울특별시 광진구,1040014803,용마산로,12.1
서울특별시 광진구,1040014901,용마산로,18.7
서울특별시 광진구,1040014902,용마산로,9.1
서울특별시 광진구,1040015000,긴고랑로,11.1
서울특별시 광진구,1040015100,긴고랑로,13.2
서울특별시 광진구,1040015201,능동로,13.5
서울특별시 광진구,1040015202,능동로,16.5
서울특별시 광진구,1040015301,능동로,18.6
서울특별시 광진구,1040015302,능동로,11.3
서울특별시 광진구,1040015400,천호대로,31.3
서울특별시 광진구,1040015500,천호대로,52.9
서울특별시 광진구,1040015600,면목로,12.6
서울특별시 광진구,1040015700,면목로,15.2
서울특별시 광진구,1040015800,긴고랑로,16.7
서울특별시 광진구,1040015902,긴고랑로,14.8
서울특별시 광진구,1040016000,긴고랑로,11.5
서울특별시 광진구,1040016100,긴고랑로,10.2
서울특별시 광진구,1040016200,긴고랑로,12.2
서울특별시 광진구,1040016300,긴고랑로,12.6
서울특별시 광진구,1040016402,용마산로,17.9
서울특별시 광진구,1040016403,용마산로,20.6
서울특별시 광진구,1040016500,용마산로,17.9
서울특별시 광진구,1040016601,능동로,11.2
서울특별시 광진구,1040016602,능동로,17
서울특별시 광진구,1040016701,능동로,15.2
서울특별시 광진구,1040016702,능동로,19.1
서울특별시 광진구,1040016703,능동로,11.5
서울특별시 광진구,1040016801,면목로,9
서울특별시 광진구,1040016802,면목로,16.6
서울특별시 광진구,1040016901,면목로,10
서울특별시 광진구,1040016902,면목로,15.5
서울특별시 광진구,1040017000,용마산로,24.5
서울특별시 광진구,1040017100,용마산로,23.9
서울특별시 광진구,1040017200,송파대로,67.7
서울특별시 광진구,1040017300,송파대로,59.3
서울특별시 광진구,1040017400,강변북로,56.2
서울특별시 광진구,1040017500,동부간선도로,61.5
서울특별시 광진구,1040017600,동부간선도로,46.6
서울특별시 광진구,1040017700,강변북로,53.6
서울특별시 광진구,1040017800,강변북로,57.9
서울특별시 광진구,1040017900,강변북로,45.3
서울특별시 광진구,1040018000,송파대로,64.7
서울특별시 광진구,1040018100,송파대로,64.8
서울특별시 광진구,1040018200,강변북로,47.8
서울특별시 광진구,1040018300,강변북로,54.4
서울특별시 광진구,1040018400,강변북로,47
서울특별시 광진구,1040018500,강변북로,39
서울특별시 광진구,1040018600,뚝섬로52길,19.8
서울특별시 광진구,1040018700,뚝섬로52길,12.2
서울특별시 광진구,1040018800,강변북로,30.8
서울특별시 광진구,1040018900,강변북로,41.9
서울특별시 광진구,1040019000,강변북로,40.1
서울특별시 광진구,1040019100,강변북로,36.2
서울특별시 광진구,1040019200,강변북로,43.5
서울특별시 광진구,1040019300,강변북로,39.1
서울특별시 광진구,1040019400,동부간선도로,52.9
서울특별시 광진구,1040019600,강변북로,35.8
서울특별시 광진구,1040019700,뚝섬로66길,18.1
서울특별시 광진구,1040019800,뚝섬로66길,8.7
서울특별시 광진구,1040019900,강변북로,27.1
서울특별시 광진구,1040020000,영동대로,55.6
서울특별시 광진구,1040020100,영동대로,50.3
서울특별시 광진구,1040020201,동부간선도로,32.9
서울특별시 광진구,1040020202,강변북로,30.5
서울특별시 광진구,1040020300,강변북로,53.6
서울특별시 광진구,1040020400,강변북로,55.5
서울특별시 광진구,1040020500,동부간선도로,42.1
서울특별시 광진구,1040020700,강변북로.한가람로사이길,44.9
서울특별시 광진구,1040020800,뚝섬로46길,12
서울특별시 광진구,1040020900,뚝섬로46길,13.2
서울특별시 광진구,1040021000,동부간선도로,48.6
서울특별시 광진구,1040021100,자양강변길,40.3
서울특별시 광진구,1040021200,자양강변길,17.5
서울특별시 광진구,1040021300,강변북로,53.9
서울특별시 광진구,1040021400,뚝섬로34길,11.7
서울특별시 광진구,1040021500,뚝섬로34길,11.8
서울특별시 광진구,1040021600,능동로4길,27.1
서울특별시 광진구,1040021700,능동로4길,13.2
서울특별시 광진구,1040022000,뚝섬로34길,15.9
서울특별시 광진구,1040022100,뚝섬로34길,17.6
서울특별시 광진구,1040022200,강변역로4길,13.2
서울특별시 광진구,1040022300,강변역로4길,6.7
서울특별시 광진구,1040022400,자양로4길,14.3
서울특별시 광진구,1040022500,자양로4길,10.7
서울특별시 광진구,1040022600,뚝섬로34길,14.9
서울특별시 광진구,1040022700,뚝섬로34길,13.7
서울특별시 광진구,1040022900,강변북로,42.3
서울특별시 광진구,1040023000,영동대로,57.1
서울특별시 광진구,1040023100,영동대로,47.8
서울특별시 광진구,1040023200,강변북로,47.7
서울특별시 광진구,1040023300,강변북로,44.9
서울특별시 광진구,1040023400,뚝섬로66길,12.2
서울특별시 광진구,1040023500,뚝섬로66길,11.8
서울특별시 광진구,1040023700,능동로4길,21.3
서울특별시 광진구,1040023800,능동로4길,16.3
서울특별시 광진구,1040023900,강변북로,43
서울특별시 광진구,1040024001,강변북로,48
서울특별시 광진구,1040024002,강변북로,6.2
서울특별시 광진구,1040024100,자양로13길,13.1
서울특별시 광진구,1040024200,자양로13길,12
서울특별시 광진구,1040024300,강변역로,10.2
서울특별시 광진구,1040024400,강변북로,37
서울특별시 광진구,1040024500,강변북로,39.6
서울특별시 광진구,1040024800,강변북로,51.4
서울특별시 광진구,1040025000,강변북로,33.5
서울특별시 광진구,1040025200,강변북로,30.2
서울특별시 광진구,1040025300,강변북로,40.8
서울특별시 광진구,1040025400,강동대로,62.6
서울특별시 광진구,1040025500,강동대로,62.5
서울특별시 광진구,1040025700,강변북로,42.2
서울특별시 광진구,1040025800,강변북로,35.2
서울특별시 광진구,1040025900,강변북로,42.4
서울특별시 광진구,1040026000,아차산로58길,15.2
서울특별시 광진구,1040026100,아차산로58길,15.3
서울특별시 광진구,1040026200,능동로10길,13.2
서울특별시 광진구,1040026300,능동로10길,12.6
서울특별시 광진구,1040026500,강변북로,43.8
서울특별시 광진구,1040026600,자양로,7.8
서울특별시 광진구,1040026700,동일로,37.3
서울특별시 광진구,1040026800,동일로,38.9
서울특별시 광진구,1040026900,자양로,7
서울특별시 광진구,1040027000,아차산로,11.3
서울특별시 광진구,1040027100,강변북로,47.4
서울특별시 광진구,1040027400,광나루로,61.6
서울특별시 광진구,1040027500,능동로10길,19.7
서울특별시 광진구,1040027600,능동로10길,22.5
서울특별시 광진구,1040027700,강변북로,53.1
서울특별시 광진구,1040027800,강변북로,54.6
서울특별시 광진구,1040027900,능동로10길.인접길,9.5
서울특별시 광진구,1040028000,능동로10길.인접길,10.1
서울특별시 광진구,1040028100,아차산로60길,26.6
서울특별시 광진구,1040028200,아차산로60길,23.1
서울특별시 광진구,1040028300,아차산로36길.인접길,10.3
서울특별시 광진구,1040028400,아차산로36길.인접길,11.1
서울특별시 광진구,1040028500,강변북로,55.6
서울특별시 광진구,1040028600,강변북로,37.7
서울특별시 광진구,1040028800,아차산로36길,17.6
서울특별시 광진구,1040028900,아차산로36길,12
서울특별시 광진구,1040029000,아차산로.인접길,19.1
서울특별시 광진구,1040029100,아차산로.인접길,18.9
서울특별시 광진구,1040029200,동일로18길,13.6
서울특별시 광진구,1040029300,동일로18길,12.4
서울특별시 광진구,1040029400,아차산로62길,20.8
서울특별시 광진구,1040029500,아차산로62길,17.7
서울특별시 광진구,1040029600,강변북로,42
서울특별시 광진구,1040029700,강변북로,53.5
서울특별시 광진구,1040030000,강변북로,55.9
서울특별시 광진구,1040030100,광나루로,17.9
서울특별시 광진구,1040030200,강변북로,57.7
서울특별시 광진구,1040030300,아차산로,14.9
서울특별시 광진구,1040030400,아차산로,15.1
서울특별시 광진구,1040030500,강변북로,58.7
서울특별시 광진구,1040030600,천호대로,57.5
서울특별시 광진구,1040030700,천호대로,54.4
서울특별시 광진구,1040030800,광나루로.인접길,16.2
서울특별시 광진구,1040030900,광나루로.인접길,14.3
서울특별시 광진구,1040031000,강변북로,44.1
서울특별시 광진구,1040031100,천호대로,56.5
서울특별시 광진구,1040031200,천호대로,50.5
서울특별시 광진구,1040031300,광나루로.인접길,6.7
서울특별시 광진구,1040031400,광나루로.인접길,11.5
서울특별시 광진구,1040031500,강변북로,43
서울특별시 광진구,1040031601,천호대로140길,12.9
서울특별시 광진구,1040031602,천호대로140길,10.6
서울특별시 광진구,1040031701,천호대로140길,14.4
서울특별시 광진구,1040031702,천호대로140길,12.9
서울특별시 광진구,1040031800,강변북로,44.8
서울특별시 광진구,1040031900,광나루로.인접길,20.7
서울특별시 광진구,1040032000,광나루로.인접길,19.6
서울특별시 광진구,1040032201,광장로,15
서울특별시 광진구,1040032202,광장로,40.3
서울특별시 광진구,1040032301,광장로,19.5
서울특별시 광진구,1040032302,광장로,44.5
서울특별시 광진구,1040032400,강변북로,57.7
서울특별시 광진구,1040032700,강변북로,56.3
서울특별시 광진구,1040033100,강변북로,34.6
서울특별시 광진구,1040033300,아차산로76길,7.4
서울특별시 광진구,1040033400,아차산로76길,10.8
서울특별시 광진구,1040033500,광장로,15.1
서울특별시 광진구,1040033600,광장로,13.7
서울특별시 광진구,1040033800,아차산로76길,11
서울특별시 광진구,1040033900,아차산로76길,18
서울특별시 광진구,1040034000,아차산로78길,15
서울특별시 광진구,1040034100,아차산로78길,12.7
서울특별시 광진구,1040034600,동일로32길,19.7
서울특별시 광진구,1040034700,동일로32길,19.3
서울특별시 광진구,1040034800,아차산로78길,6.8
서울특별시 광진구,1040034900,아차산로78길,9.7
서울특별시 광진구,1040035000,아차산로78가길,9.9
서울특별시 광진구,1040035100,아차산로78가길,10
서울특별시 광진구,1040035200,아차산로.워커힐로사이길,16.5
서울특별시 광진구,1040035300,아차산로.워커힐로사이길,18.6
서울특별시 광진구,1040035400,자양로,12.5
서울특별시 광진구,1040035500,자양로,10.9
서울특별시 광진구,1040035600,자양로50길,10.8
서울특별시 광진구,1040035700,자양로50길,11.2
서울특별시 광진구,1040035800,영화사로,22.6
서울특별시 광진구,1040035900,영화사로,20.7
서울특별시 광진구,1040036000,능동로32길,15.4
서울특별시 광진구,1040036100,능동로32길,16.6
서울특별시 광진구,1040036200,자양로,17.3
서울특별시 광진구,1040036300,자양로,16.8
서울특별시 광진구,1040036500,영화사로,13.8
서울특별시 광진구,1040036600,영화사로,14.2
서울특별시 광진구,1040036700,능동로32길,11.5
서울특별시 광진구,1040036800,능동로32길,10.8
서울특별시 광진구,1040036900,천호대로112길,8.5
서울특별시 광진구,1040037000,천호대로112길,11.4
서울특별시 광진구,1040037100,영화사로,16.2
서울특별시 광진구,1040037200,영화사로,15
서울특별시 광진구,1040037300,능동로35길,8.9
서울특별시 광진구,1040037400,능동로35길,7.8
서울특별시 광진구,1040037500,능동로35길,13.7
서울특별시 광진구,1040037600,능동로35길,11.5
서울특별시 광진구,1040037700,천호대로,13.5
서울특별시 광진구,1040037900,동일로,31.9
서울특별시 광진구,1040038000,동일로,36.8
서울특별시 광진구,1040038200,천호대로101길,27.4
서울특별시 광진구,1040038400,용마산로7길,12.5
서울특별시 광진구,1040038500,용마산로7길,11.9
서울특별시 광진구,1040038600,긴고랑로46길,5.7
서울특별시 광진구,1040038700,긴고랑로46길,5.6
서울특별시 광진구,1040038800,동부간선도로,30.9
서울특별시 광진구,1040038900,긴고랑로,9.8
서울특별시 광진구,1040039000,긴고랑로,7.6
서울특별시 광진구,1040039100,동부간선도로,48.7
서울특별시 광진구,1040039200,능동로49길,14.6
서울특별시 광진구,1040039300,능동로49길,13.8
서울특별시 광진구,1040039400,동일로72길,14.5
서울특별시 광진구,1040039500,동일로72길,11.9
서울특별시 광진구,1040039600,용마산로,16.8
서울특별시 광진구,1040039900,강변북로,38.9
서울특별시 광진구,1040040000,강변북로,34.3
서울특별시 광진구,1040040100,동부간선도로,33.7
서울특별시 광진구,1040040200,강변북로,41.8
서울특별시 광진구,1040040300,강변북로,51.2
서울특별시 광진구,1040040400,강변북로,45.7
서울특별시 광진구,1040040500,동일로,19.3
서울특별시 광진구,1040040600,아차산로69길,12
서울특별시 광진구,1040040700,아차산로69길,20.8
서울특별시 광진구,1040040800,천호대로,23.8
서울특별시 광진구,1040040900,천호대로,9.8
서울특별시 광진구,1040041000,광나루로,16.6
서울특별시 광진구,1040041100,광나루로,9
서울특별시 광진구,1040041200,군자로15길,11.7
서울특별시 광진구,1040041300,군자로15길,13.1
서울특별시 광진구,1040041400,천호대로140길,16
서울특별시 광진구,1040041500,천호대로140길,17
서울특별시 광진구,1040041600,아차산로70길,10.6
서울특별시 광진구,1040041700,아차산로70길,10.1
서울특별시 광진구,1040041800,동일로,52.5
서울특별시 광진구,1040041900,동일로,52.8
서울특별시 광진구,1040042000,동일로,49.7
서울특별시 광진구,1040042100,동일로,34.1
서울특별시 광진구,1040042200,동일로,21.6
서울특별시 광진구,1040042300,동일로,5.8
서울특별시 광진구,1040042400,동일로,19.1
서울특별시 광진구,1040042500,동일로,13.8
서울특별시 광진구,1040042600,동일로,17.5
서울특별시 광진구,1040042700,동일로,17.8
서울특별시 광진구,1040042800,구천면로,45.5
서울특별시 광진구,1040042900,동일로,15.7
서울특별시 광진구,1040043000,동일로,12.7
서울특별시 광진구,1040043100,동일로,29.7
서울특별시 광진구,1040043200,동일로,27.9
서울특별시 광진구,1040043300,동일로,30.6
서울특별시 광진구,1040043400,동일로,27.9
서울특별시 광진구,1040043500,동일로,31.8
서울특별시 광진구,1040043600,동일로,23.3
서울특별시 광진구,1040043700,동일로,14.9
서울특별시 광진구,1040043800,동일로,9
서울특별시 광진구,1040043901,광나루로,23.1
서울특별시 광진구,1040044001,광나루로,11.7
서울특별시 광진구,1040044101,광나루로,30.1
서울특별시 광진구,1040044201,광나루로,29
서울특별시 광진구,1040044301,광나루로39길,22.9
서울특별시 광진구,1040044401,광나루로39길,15.7
서울특별시 광진구,1040044501,광나루로,31.2
서울특별시 광진구,1040044601,광나루로,28
서울특별시 광진구,1040044701,광나루로,11.3
서울특별시 광진구,1040044801,광나루로,16
서울특별시 광진구,1040044901,천호대로138길,14.1
서울특별시 광진구,1040045001,천호대로138길,14.9
서울특별시 광진구,1040045101,천호대로,30.6
서울특별시 광진구,1040045201,천호대로,11.2
서울특별시 광진구,1040045301,천호대로,51.9
서울특별시 광진구,1040045401,천호대로,19.6
서울특별시 광진구,1040045501,천호대로,57.3
서울특별시 광진구,1040045601,천호대로,38.7
서울특별시 광진구,1040045701,,41.1
서울특별시 광진구,1040045801,,38.7
서울특별시 광진구,1040045901,천호대로,55.5
서울특별시 광진구,1040046001,천호대로,56.2
서울특별시 광진구,1040046101,천호대로,54.8
서울특별시 광진구,1040046201,천호대로,52.7
서울특별시 광진구,1040046301,워커힐로,25.4
서울특별시 광진구,1040046401,워커힐로,26.5
서울특별시 광진구,1040046501,,43.3
서울특별시 광진구,1040046601,,49.9
서울특별시 광진구,1040046701,워커힐로,34.9
서울특별시 광진구,1040046801,워커힐로,31.6
서울특별시 광진구,1040046901,천호대로,47.8
서울특별시 광진구,1040047001,천호대로,59.5
서울특별시 광진구,1040047101,천호대로,24.6
서울특별시 광진구,1040047201,천호대로,50.7
서울특별시 광진구,1040047301,워커힐로,29.2
서울특별시 광진구,1040047401,워커힐로,29.1
서울특별시 광진구,1040047501,,15.8
서울특별시 광진구,1040047601,,15.1
서울특별시 광진구,1040047701,워커힐로,25.9
서울특별시 광진구,1040047801,워커힐로,27
서울특별시 동대문구,1050000100,내부순환도로,26.9
서울특별시 동대문구,1050000200,내부순환도로,43.7
서울특별시 동대문구,1050000301,동부간선도로,68.4
서울특별시 동대문구,1050000302,동부간선도로,60.3
서울특별시 동대문구,1050000303,동부간선도로,69.4
서울특별시 동대문구,1050000304,동부간선도로,53.4
서울특별시 동대문구,1050000305,동부간선도로,61.5
서울특별시 동대문구,1050000401,왕산로,8.7
서울특별시 동대문구,1050000403,왕산로,19.2
서울특별시 동대문구,1050000404,왕산로,34.6
서울특별시 동대문구,1050000405,왕산로,30.4
서울특별시 동대문구,1050000406,왕산로,23.7
서울특별시 동대문구,1050000501,왕산로,20
서울특별시 동대문구,1050000502,왕산로,25
서울특별시 동대문구,1050000503,왕산로,29.7
서울특별시 동대문구,1050000504,왕산로,26.2
서울특별시 동대문구,1050000505,왕산로,15.3
서울특별시 동대문구,1050000601,왕산로,18
서울특별시 동대문구,1050000602,왕산로,24.4
서울특별시 동대문구,1050000603,왕산로,13.7
서울특별시 동대문구,1050000701,왕산로,18.1
서울특별시 동대문구,1050000702,왕산로,23.2
서울특별시 동대문구,1050000703,왕산로,8.1
서울특별시 동대문구,1050000801,왕산로,20.7
서울특별시 동대문구,1050000802,왕산로,29.1
서울특별시 동대문구,1050000803,왕산로,34.7
서울특별시 동대문구,1050000804,왕산로,24.1
서울특별시 동대문구,1050000805,왕산로,25.8
서울특별시 동대문구,1050000901,왕산로,28.8
서울특별시 동대문구,1050000903,왕산로,25.6
서울특별시 동대문구,1050000904,왕산로,18
서울특별시 동대문구,1050001001,왕산로,12.7
서울특별시 동대문구,1050001002,왕산로,15.2
서울특별시 동대문구,1050001102,왕산로,19.9
서울특별시 동대문구,1050001103,왕산로,8.7
서울특별시 동대문구,1050001201,왕산로,13.2
서울특별시 동대문구,1050001300,왕산로,17.9
서울특별시 동대문구,1050001401,왕산로,14.2
서울특별시 동대문구,1050001402,왕산로,19
서울특별시 동대문구,1050001501,왕산로,15.7
서울특별시 동대문구,1050001502,왕산로,22.7
서울특별시 동대문구,1050001600,왕산로,25.1
서울특별시 동대문구,1050001701,왕산로,24.7
서울특별시 동대문구,1050002000,왕산로,19.7
서울특별시 동대문구,1050002102,왕산로,22.7
서울특별시 동대문구,1050002103,왕산로,7.8
서울특별시 동대문구,1050002200,동부간선도로,42
서울특별시 동대문구,1050002300,동부간선도로,39.4
서울특별시 동대문구,1050002401,망우로,13.5
서울특별시 동대문구,1050002402,망우로,20.7
서울특별시 동대문구,1050002403,망우로,32.4
서울특별시 동대문구,1050002404,망우로,20.9
서울특별시 동대문구,1050002501,망우로,16.7
서울특별시 동대문구,1050002502,망우로,29.9
서울특별시 동대문구,1050002503,망우로,27.2
서울특별시 동대문구,1050002504,망우로,19.1
서울특별시 동대문구,1050002600,망우로,26.2
서울특별시 동대문구,1050002700,망우로,16.7
서울특별시 동대문구,1050002801,망우로,12.1
서울특별시 동대문구,1050002802,망우로,28.9
서울특별시 동대문구,1050002901,망우로,25.8
서울특별시 동대문구,1050002902,망우로,43.2
서울특별시 동대문구,1050003001,망우로,49.2
서울특별시 동대문구,1050003101,망우로,41.1
서울특별시 동대문구,1050003601,동부간선도로,57
서울특별시 동대문구,1050003701,천호대로,30.7
서울특별시 동대문구,1050003702,천호대로,26.3
서울특별시 동대문구,1050003703,천호대로,48.6
서울특별시 동대문구,1050003704,천호대로,46.6
서울특별시 동대문구,1050003801,천호대로,20
서울특별시 동대문구,1050003802,천호대로,25.3
서울특별시 동대문구,1050003803,천호대로,45.4
서울특별시 동대문구,1050003804,천호대로,45.4
서울특별시 동대문구,1050003900,전농로,9.2
서울특별시 동대문구,1050004000,전농로,9.7
서울특별시 동대문구,1050004101,장안벚꽃로,28
서울특별시 동대문구,1050004102,장안벚꽃로,14.9
서울특별시 동대문구,1050004103,장안벚꽃로,17.1
서울특별시 동대문구,1050004104,장안벚꽃로,36.7
서울특별시 동대문구,1050004106,장안벚꽃로,19.7
서울특별시 동대문구,1050004107,장안벚꽃로,31.1
서울특별시 동대문구,1050004201,장안벚꽃로,25.6
서울특별시 동대문구,1050004202,장안벚꽃로,20.5
서울특별시 동대문구,1050004203,장안벚꽃로,39
서울특별시 동대문구,1050004204,장안벚꽃로,26.8
서울특별시 동대문구,1050004205,장안벚꽃로,40.9
서울특별시 동대문구,1050004301,장한로,7.9
서울특별시 동대문구,1050004302,장한로,19.4
서울특별시 동대문구,1050004303,장한로,10.8
서울특별시 동대문구,1050004304,장한로,23.7
서울특별시 동대문구,1050004305,장한로,14.3
서울특별시 동대문구,1050004306,장한로,14.4
서울특별시 동대문구,1050004307,장한로,11.1
서울특별시 동대문구,1050004308,장한로,10.3
서울특별시 동대문구,1050004310,장한로,19.7
서울특별시 동대문구,1050004311,장한로,13.2
서울특별시 동대문구,1050004401,장한로,8.4
서울특별시 동대문구,1050004402,장한로,21
서울특별시 동대문구,1050004403,장한로,15.1
서울특별시 동대문구,1050004404,장한로,23.7
서울특별시 동대문구,1050004405,장한로,16.6
서울특별시 동대문구,1050004406,장한로,15
서울특별시 동대문구,1050004407,장한로,12.7
서울특별시 동대문구,1050004408,장한로,16.3
서울특별시 동대문구,1050004410,장한로,13.5
서울특별시 동대문구,1050004411,장한로,6.8
서울특별시 동대문구,1050004501,천호대로,19.3
서울특별시 동대문구,1050004502,천호대로,35
서울특별시 동대문구,1050004503,천호대로,15.6
서울특별시 동대문구,1050004504,천호대로,33.7
서울특별시 동대문구,1050004601,천호대로,27.1
서울특별시 동대문구,1050004602,천호대로,23.8
서울특별시 동대문구,1050004603,천호대로,25
서울특별시 동대문구,1050004604,천호대로,20.9
서울특별시 동대문구,1050004701,황물로,11.3
서울특별시 동대문구,1050004702,황물로,20.5
서울특별시 동대문구,1050004703,황물로,19.4
서울특별시 동대문구,1050004704,황물로,16.4
서울특별시 동대문구,1050004801,황물로,13.3
서울특별시 동대문구,1050004802,황물로,18.6
서울특별시 동대문구,1050004803,황물로,18.1
서울특별시 동대문구,1050004804,황물로,18.2
서울특별시 동대문구,1050004901,전농로,18.5
서울특별시 동대문구,1050004902,전농로,15.6
서울특별시 동대문구,1050005001,전농로,13.1
서울특별시 동대문구,1050005002,전농로,17.6
서울특별시 동대문구,1050005102,사가정로,7.9
서울특별시 동대문구,1050005103,사가정로,19.4
서울특별시 동대문구,1050005202,사가정로,16.8
서울특별시 동대문구,1050005203,사가정로,17.7
서울특별시 동대문구,1050005301,천호대로,38.5
서울특별시 동대문구,1050005302,천호대로,25.4
서울특별시 동대문구,1050005401,천호대로,17.2
서울특별시 동대문구,1050005402,천호대로,38.6
서울특별시 동대문구,1050005502,청계천로,43.3
서울특별시 동대문구,1050005503,청계천로,23.5
서울특별시 동대문구,1050005504,청계천로,26.2
서울특별시 동대문구,1050005700,답십리로,48.4
서울특별시 동대문구,1050005800,답십리로,47.3
서울특별시 동대문구,1050005901,무학로,18.4
서울특별시 동대문구,1050006001,무학로,16.1
서울특별시 동대문구,1050006101,답십리로,13.4
서울특별시 동대문구,1050006102,답십리로,18.6
서울특별시 동대문구,1050006103,답십리로,19.9
서울특별시 동대문구,1050006104,답십리로,19.8
서울특별시 동대문구,1050006105,답십리로,25.1
서울특별시 동대문구,1050006201,답십리로,10.2
서울특별시 동대문구,1050006202,답십리로,18.2
서울특별시 동대문구,1050006203,답십리로,23.2
서울특별시 동대문구,1050006204,답십리로,21.6
서울특별시 동대문구,1050006205,답십리로,22.7
서울특별시 동대문구,1050006301,사가정로,7.4
서울특별시 동대문구,1050006303,사가정로,20.4
서울특별시 동대문구,1050006304,사가정로,35.9
서울특별시 동대문구,1050006401,사가정로,38.2
서울특별시 동대문구,1050006403,사가정로,21.6
서울특별시 동대문구,1050006404,사가정로,13.2
서울특별시 동대문구,1050006500,천호대로,29.6
서울특별시 동대문구,1050006600,천호대로,38.1
서울특별시 동대문구,1050006700,황물로,16.8
서울특별시 동대문구,1050006800,황물로,16.6
서울특별시 동대문구,1050006901,답십리로,20.8
서울특별시 동대문구,1050006902,답십리로,26.6
서울특별시 동대문구,1050006903,답십리로,13.1
서울특별시 동대문구,1050007001,답십리로,13.9
서울특별시 동대문구,1050007002,답십리로,26.3
서울특별시 동대문구,1050007003,답십리로,17.1
서울특별시 동대문구,1050007102,답십리로,17.7
서울특별시 동대문구,1050007103,답십리로,20.5
서울특별시 동대문구,1050007104,답십리로,24.6
서울특별시 동대문구,1050007202,답십리로,22.9
서울특별시 동대문구,1050007203,답십리로,27.7
서울특별시 동대문구,1050007204,답십리로,14.9
서울특별시 동대문구,1050007303,답십리로,16
서울특별시 동대문구,1050007304,답십리로,32.1
서울특별시 동대문구,1050007305,답십리로,14
서울특별시 동대문구,1050007306,답십리로,16.1
서울특별시 동대문구,1050007403,답십리로,28.5
서울특별시 동대문구,1050007404,답십리로,10.7
서울특별시 동대문구,1050007405,답십리로,14.3
서울특별시 동대문구,1050007406,답십리로,22.7
서울특별시 동대문구,1050007700,서울시립대로,15.5
서울특별시 동대문구,1050007800,서울시립대로,12.5
서울특별시 동대문구,1050007901,고산자로,8.8
서울특별시 동대문구,1050007902,고산자로,18.9
서울특별시 동대문구,1050008001,고산자로,27.2
서울특별시 동대문구,1050008002,고산자로,27.2
서울특별시 동대문구,1050008003,고산자로,12.3
서울특별시 동대문구,1050008101,천호대로,30.8
서울특별시 동대문구,1050008102,천호대로,24.9
서울특별시 동대문구,1050008104,천호대로,25.3
서울특별시 동대문구,1050008201,천호대로,16.6
서울특별시 동대문구,1050008202,천호대로,22.2
서울특별시 동대문구,1050008203,천호대로,17.3
서울특별시 동대문구,1050008301,천호대로,15.7
서울특별시 동대문구,1050008302,천호대로,21.2
서울특별시 동대문구,1050008303,천호대로,17.4
서울특별시 동대문구,1050008304,천호대로,23.1
서울특별시 동대문구,1050008401,천호대로,5.5
서울특별시 동대문구,1050008402,천호대로,17.3
서울특별시 동대문구,1050008403,천호대로,26.4
서울특별시 동대문구,1050008404,천호대로,27.2
서울특별시 동대문구,1050008502,천호대로,22.9
서울특별시 동대문구,1050008503,천호대로,37.3
서울특별시 동대문구,1050008504,천호대로,19.8
서울특별시 동대문구,1050008505,천호대로,15.9
서울특별시 동대문구,1050008602,천호대로,28.5
서울특별시 동대문구,1050008603,천호대로,24.3
서울특별시 동대문구,1050008604,천호대로,21.9
서울특별시 동대문구,1050008605,천호대로,7.4
서울특별시 동대문구,1050008900,서울시립대로,11.4
서울특별시 동대문구,1050009000,서울시립대로,15.4
서울특별시 동대문구,1050009101,전농로,17.7
서울특별시 동대문구,1050009102,전농로,25.9
서울특별시 동대문구,1050009103,전농로,20.1
서울특별시 동대문구,1050009201,전농로,17.9
서울특별시 동대문구,1050009202,전농로,26
서울특별시 동대문구,1050009203,전농로,11.2
서울특별시 동대문구,1050009301,황물로,11.7
서울특별시 동대문구,1050009302,황물로,18.8
서울특별시 동대문구,1050009401,황물로,11.5
서울특별시 동대문구,1050009402,황물로,13.7
서울특별시 동대문구,1050009502,장한로,21.2
서울특별시 동대문구,1050009503,장한로,16.7
서울특별시 동대문구,1050009504,장한로,17.6
서울특별시 동대문구,1050009505,장한로,7
서울특별시 동대문구,1050009506,장한로,14.8
서울특별시 동대문구,1050009602,장한로,20.5
서울특별시 동대문구,1050009603,장한로,20
서울특별시 동대문구,1050009604,장한로,5.7
서울특별시 동대문구,1050009605,장한로,12.1
서울특별시 동대문구,1050009606,장한로,18.5
서울특별시 동대문구,1050009701,사가정로,9.5
서울특별시 동대문구,1050009702,사가정로,19.3
서울특별시 동대문구,1050009703,사가정로,15.7
서울특별시 동대문구,1050009801,사가정로,12
서울특별시 동대문구,1050009802,사가정로,18.9
서울특별시 동대문구,1050009803,사가정로,7.9
서울특별시 동대문구,1050009901,한천로,17.5
서울특별시 동대문구,1050009902,한천로,8.2
서울특별시 동대문구,1050009903,한천로,5
서울특별시 동대문구,1050009904,한천로,20.3
서울특별시 동대문구,1050010001,한천로,23.1
서울특별시 동대문구,1050010002,한천로,20.2
서울특별시 동대문구,1050010003,한천로,19.1
서울특별시 동대문구,1050010004,한천로,15.2
서울특별시 동대문구,1050010102,무학로,17
서울특별시 동대문구,1050010103,무학로,15.9
서울특별시 동대문구,1050010202,무학로,19.7
서울특별시 동대문구,1050010203,무학로,12.3
